OpportunityId,Name,Subject,Country,SalesUnitId,ADUCategory,Product_Family,Application,Owner,Prognosis,PrognosisDate,ProbabilityId,ProcessName,ADUOpportunityType,SegmentId,ADUEndCustomer,ADULifeOfProject,ADUEstimatedPriceEndCustomer,ADUPiecePotential,annualTotal,ADUCommentsPMLocalValidation,AduLevelOfComplexity,ADUStrategicCustomer,AduPriorityMarket,Date_Created,OPENEDDATE,Opportunity_Number,PROGNOSISDAYS,DATAAREAID,ESTIMATEDREVENUE
OP-005816,NEVS,Costreduction of Indicator,others,MATS_PETRE,1-Indicator,1-Indicator,electrical car,Sales Person 31,12 months,1/21/19,30,CPICC,CPI,Automotive,NEVS,3,2.65,50000,132500.0,No additional comments.,Unknown,No,Non Strategic,1/26/18 0:00,1/26/18,OP-005816,360,fr02,130000
OP-005817,SMS S.A.S / COBHAM AVIONICS,5246ADGB-X408-19,France,CENTRE_IDF_1/2_EST,1-SWITCH,1-SWITCH,avion,Sales Person 2,<  1 month,2/10/18,30,CPI,CPI,Other Electr. Appli,Other,3,15.0,250,3750.0,No additional comments.,Level 2 - Minor product modification,No,Standard,1/26/18 0:00,1/26/18,OP-005817,15,fr02,4000
OP-007200,KUHN AUDUREAU,Kuhn / Projet AP500 - Clavier CAN - V2,France,OUEST,1-KEYBOARD,1-KEYBOARD,agm,Sales Person 6,12 months,1/4/20,30,CPI,CPI,AgM,Other,5,200.0,100,20000.0,No additional comments.,Level 4 - Customized product,No,Focus,1/9/19 0:00,1/9/19,OP-007200,360,fr02,25000
OP-005818,DDZY,dde de chiffrage qualifications CLA CTRL ARIVE 48859-B,France,NORD_1/2_EST,1-KEYBOARD,1-KEYBOARD,other,Sales Person 7,12 months,1/21/19,10,CPI,CPI,DgE,Other,1,1.0,1000,1000.0,No additional comments.,Level 4 - Customized product,No,Standard,1/26/18 0:00,1/26/18,OP-005818,360,fr02,1000
OP-005819,GRAMMER E.I.A. ELECTRONICS NV,Test HRS20BE0X1302 et HRS202E0X1302,Belgium,BE-SOUTH-WEST,3-HR,1-SWITCH,agm joystick,Sales Person 20,6 months,7/25/18,70,CPI,CPI,MaH,GRAMMER,10,25.0,2000,50000.0,No additional comments.,Level 2 - Minor product modification,Yes,Focus,1/26/18 0:00,1/26/18,OP-005819,180,fr02,50000
OP-005820,ELECTRO REIMS,Electrofluide IA longueur de fils 50mm au lieu de 500mm,France,NORD_1/2_EST,1-SWITCH,1-SWITCH,other,Sales Person 7,1 month,2/25/18,10,CPI,CPI,Indirect Sales,Other,3,4.2,300,1260.0,No additional comments.,Level 1 - No product modification,No,Standard,1/26/18 0:00,1/26/18,OP-005820,30,fr02,1500
OP-005822,OPTICS11,AV09 met power symbool,Netherlands,BE-NORTH,4-AV19 AV,1-SWITCH,measuring instrument,Sales Person 21,1 month,2/25/18,10,Quotation,Quote,,Other,0,0.0,0,0.0,No additional comments.,Unknown,No,Non Strategic,1/26/18 0:00,1/26/18,OP-005822,30,fr02,1353
OP-005823,CLAAS TRACTOR SAS,Chiffrage proto clavier MFCK proto,France,CENTRE_IDF_1/2_EST,1-KEYBOARD,1-KEYBOARD,agm,Sales Person 2,6 months,7/28/18,30,CPI,CPI,AgM,Other,3,35.0,700,24500.0,No additional comments.,Level 4 - Customized product,Yes,Focus,1/29/18 0:00,1/29/18,OP-005823,180,fr02,25000
OP-005824,MICRO'S AND MORE,AV5?0220000800,Netherlands,BE-NORTH,3-Anti-Vandal,1-SWITCH,floor cleaners,Sales Person 21,3 months,4/29/18,30,CPI,CPI,Other Electr. Appli,DIVERSEY,5,20.0,2500,50000.0,No additional comments.,Level 3 - Heavy product modification,No,Standard,1/29/18 0:00,1/29/18,OP-005824,90,fr02,50000
OP-005825,APEM GMBH,Fischer: AV09C703D900XX2K Laser etched and plastic actuator,Germany,SUBSIDIARY,1-SWITCH,1-SWITCH,other,Sales Person 14,6 months,7/28/18,20,CPI,CPI,Indirect Sales,Fischer,2,13.0,1000,13000.0,No additional comments.,Level 2 - Minor product modification,No,Standard,1/29/18 0:00,1/29/18,OP-005825,180,fr02,6000
OP-007209,SEWS CABIND SPA,Kion Group,Italy,IT-RESALE,4-AV19 SP,1-SWITCH,mah,Sales Person 41,3 months,4/11/19,50,Quotation,Quote,,Other,0,9.33,3000,0.0,No additional comments.,Unknown,No,Non Strategic,1/11/19 0:00,1/11/19,OP-007209,90,fr02,30000
OP-005826,BOLT MOBILITY,Scooter Keypad,Netherlands,BE-NORTH,2-PCB-Based Keyboard,1-KEYBOARD,electrical scooter,Sales Person 21,1 month,2/28/18,30,CPI,CPI,Automotive,BOLT,5,16.5,20000,330000.0,No additional comments.,Level 3 - Heavy product modification,No,Standard,1/29/18 0:00,1/29/18,OP-005826,30,fr02,120000
OP-005827,FLUOPTICS,AV0630C940K avec fils noir de 100mm,France,SUD_EST,1-SWITCH,1-SWITCH,other,Sales Person 10,12 months,1/24/19,10,CPI,CPI,Medical,Other,1,6.5,100,650.0,No additional comments.,Level 1 - No product modification,No,Standard,1/29/18 0:00,1/29/18,OP-005827,360,fr02,650
OP-007215,MELJAC,Interrupteurs 600 et 1200 contacts doré,France,CENTRE_IDF_1/2_EST,1-SWITCH,1-SWITCH,domestique,Sales Person 2,3 months,4/11/19,30,CPI,CPI,Inst. Cons. Comp,Other,3,6.0,1650,9900.0,No additional comments.,Level 3 - Heavy product modification,Yes,Focus,1/11/19 0:00,1/11/19,OP-007215,90,fr02,10000
OP-007216,MELJAC,Interrupteurs 5000 muni d'un levier harpons,France,CENTRE_IDF_1/2_EST,1-SWITCH,1-SWITCH,domestique,Sales Person 2,3 months,4/11/19,30,CPI,CPI,Inst. Cons. Comp,Other,3,10.0,1000,10000.0,No additional comments.,Level 2 - Minor product modification,Yes,Standard,1/11/19 0:00,1/11/19,OP-007216,90,fr02,10000
OP-007217,"COVIS CO., LTD",KR - COVIS - SAMSUNG - Q6F2CXXR24E,South Korea,EXPORT1,4-Q6,1-Indicator,household energy sytem storage,Sales Person 3,12 months,1/6/20,10,CPICC,SP,Other Electr. Appli,SAMSUNG,0,0.0,25000,0.0,No additional comments.,Unknown,No,Non Strategic,1/11/19 0:00,1/11/19,OP-007217,360,fr02,39500
OP-005828,DDZC,Version 5 leviers // BOITIER DE COMMANDES MULTIFONCTIONS,France,NORD_1/2_EST,1-KEYBOARD,1-KEYBOARD,camion porte voiture,Sales Person 7,12 months,1/24/19,10,CPI,CPI,DgE,Other,1,200.0,600,120000.0,No additional comments.,Level 4 - Customized product,No,Standard,1/29/18 0:00,1/29/18,OP-005828,360,fr02,360000
OP-005829,Komatsu Forest AB,Back cover for KP6,Sweden,LENNARTH_ENGMAN,2-Custom Assemblies,1-KEYBOARD,forestry vehicle,Sales Person 26,12 months,1/24/19,10,CPI,CPI,MaH,Other,4,4.0,2000,8000.0,No additional comments.,Level 3 - Heavy product modification,No,Focus,1/29/18 0:00,1/29/18,OP-005829,360,fr02,8000
OP-005830,"COVIS CO., LTD",KR - BLUETAC - EATON & DAEHYUN FNR,South Korea,EXPORT1,1-SWITCH,1-SWITCH,fnr rocker,Sales Person 4,12 months,1/24/19,10,CPI,CPI,Indirect Sales,EATON & DAEHYUN,10,2.5,5000,12500.0,No additional comments.,Level 3 - Heavy product modification,No,Focus,1/29/18 0:00,1/29/18,OP-005830,360,fr02,12500
OP-005831,APEM INC,JLG : CT54-1695003 shunts montés,United States,SUBSIDIARY,1-SWITCH,1-SWITCH,other,Sales Person 14,6 months,7/28/18,30,CPI,CPI,Indirect Sales,JLG,4,4.0,2000,8000.0,No additional comments.,Level 3 - Heavy product modification,Yes,Focus,1/29/18 0:00,1/29/18,OP-005831,180,fr02,6000
OP-007222,MELJAC,Chiffrage moule d'injection corps IDM,France,CENTRE_IDF_1/2_EST,1-SWITCH,1-SWITCH,domestique,Sales Person 2,3 months,4/14/19,30,CPI,CPI,Inst. Cons. Comp,Other,1,15000.0,1,15000.0,No additional comments.,Level 1 - No product modification,Yes,Non Strategic,1/14/19 0:00,1/14/19,OP-007222,90,fr02,15000
OP-005832,TTI INC,OROS PROJET SLD,Germany,FRANCE,1-KEYBOARD,1-KEYBOARD,other,Sales Person 10,1 month,2/28/18,50,CPI,CPI,Indirect Sales,Other,3,6.0,500,3000.0,No additional comments.,Level 2 - Minor product modification,No,Standard,1/29/18 0:00,1/29/18,OP-005832,30,fr02,2500
OP-005833,FENWICK LINDE,Fenwick / CITI - 300102 - Pricing,France,OUEST,1-Joystick,1-Joystick,other,Sales Person 6,<  1 month,2/14/18,50,CPICC,SP,MaH,Other,0,0.0,2000,0.0,"Le prix donné pour 2kparts est de 73Euros/pièce.
Le delais sera communiqué à la commande (en focntion retour de fabricant de µS)
-MG-",Unknown,No,Non Strategic,1/30/18 0:00,1/30/18,OP-005833,15,fr02,150000
OP-007225,ZODIAC AEROTECHNICS,Expertie 13435CDGKU93,France,CENTRE_IDF_1/2_EST,1-SWITCH,1-SWITCH,aero,Sales Person 2,6 months,7/13/19,30,CPI,CPI,Other Mil.Aero,Other,1,5000.0,1,5000.0,No additional comments.,Level 1 - No product modification,No,Non Strategic,1/14/19 0:00,1/14/19,OP-007225,180,fr02,5000
OP-005834,APEM COMPONENTS LTD,Rocket Launcher,United Kingdom,SUBSIDIARY,4-12000X778,1-SWITCH,other,Sales Person 15,6 months,7/29/18,70,CPI,CPICC,Indirect Sales,client AIR,5,50.0,150,7500.0,"30/1/2018: Hi Marc, Please can you confirm if the request above is possible? If yes then please send a drawing and a price for 100pcs and 500pcs RB",Level 2 - Minor product modification,Yes,Focus,1/30/18 0:00,1/30/18,OP-005834,180,fr02,7500000
OP-005835,DDZI,QN-13611 Q6+NVH+LK+ 12000,Belgium,BE-SOUTH-WEST,1-SWITCH,1-SWITCH,sensor systems,Sales Person 20,1 month,3/1/18,30,Quotation,Quote,DgE,Other,0,100.0,100,0.0,No additional comments.,Unknown,No,Non Strategic,1/30/18 0:00,1/30/18,OP-005835,30,fr02,12000
OP-005836,APEM GMBH,KOMAX: AV Cable JST,Germany,SUBSIDIARY,1-SWITCH,1-SWITCH,other,Sales Person 14,6 months,7/29/18,30,CPI,CPI,Indirect Sales,KOMAX,2,6.0,1000,6000.0,No additional comments.,Level 1 - No product modification,No,Standard,1/30/18 0:00,1/30/18,OP-005836,180,fr02,4000
OP-005838,DDZY,Joystick XD version CAN // Militaire,France,NORD_1/2_EST,1-Joystick,1-Joystick,military,Sales Person 7,12 months,1/25/19,10,CPICC,CPI,DgE,Other,1,400.0,300,120000.0,No additional comments.,Unknown,No,Non Strategic,1/30/18 0:00,1/30/18,OP-005838,360,fr02,120000
OP-005839,APEM INC,OEM controls : 5639AKB-43UL force symétrique,United States,SUBSIDIARY,1-SWITCH,1-SWITCH,other,Sales Person 14,6 months,7/29/18,30,CPI,CPI,Indirect Sales,OEM controls,3,5.5,1500,8250.0,No additional comments.,Level 2 - Minor product modification,No,Standard,1/30/18 0:00,1/30/18,OP-005839,180,fr02,4000
OP-005840,OMEGA FUSIBILI S.P.A.,IT - OMEGA - CPA PISCINE - PBA avec gaine thermo,Italy,EXPORT3,4-PBA,1-SWITCH,swimming pool,Sales Person 3,6 months,7/30/18,90,CPI,CPI,Other applications,SPA PISCINE,1,26.0,150,3900.0,No additional comments.,Level 1 - No product modification,No,Non Strategic,1/31/18 0:00,1/31/18,OP-005840,180,fr02,4000
OP-007232,JC DECAUX FRANCE,Chiffrage expertise inter piezo,France,CENTRE_IDF_1/2_EST,1-SWITCH,1-SWITCH,controle d'acces,Sales Person 2,3 months,4/15/19,30,CPI,CPI,Security,Other,1,5000.0,1,5000.0,No additional comments.,Level 1 - No product modification,No,Non Strategic,1/15/19 0:00,1/15/19,OP-007232,90,fr02,5000
OP-005841,DDDF,TR - Atakel - Ileri Group / Titan - KR/FP/KRR/26/29,Turkey,EXPORT1,4-KR,1-SWITCH,engins de chantier / bétonnières,Sales Person 5,3 months,5/2/18,10,Quotation,Quote,DgE,Other,0,0.0,0,0.0,No additional comments.,Unknown,No,Non Strategic,2/1/18 0:00,2/1/18,OP-005841,90,fr02,10000
OP-007235,GRUAU LAVAL,Gruau / Voyant Q14 logo flamme,France,OUEST,1-Indicator,1-Indicator,vehicle,Sales Person 6,12 months,1/11/20,30,CPICC,CPI,Vehicles,Other,3,5.0,400,2000.0,"16/01/2019
Quotation request for Q14F3XXHCO12AD with red LED with logo (see drawing attached) and a connector TYCO (1445022-2).
Delay and plan are also requested.
Hanh

05/02/2019
Crimp 794610-1 rom TYCO
Hanh",Unknown,No,Non Strategic,1/16/19 0:00,1/16/19,OP-007235,360,fr02,10000
OP-007239,"COVIS CO., LTD",KR - COVIS - HYUNDAI FORKLIFT - YOUWON - KL46H,South Korea,EXPORT1,4-KL,1-SWITCH,3t diesel forklift,Sales Person 3,12 months,1/11/20,10,SpecialPrice,SP,MaH,HYUNDAI,0,0.0,3000,0.0,No additional comments.,Unknown,No,Non Strategic,1/16/19 0:00,1/16/19,OP-007239,360,fr02,17000
OP-005842,ENIKA CZ S.R.O.,CZ - Enika - KEESTRACK - ES1S41653001,Czechia,EXPORT2,4-ES,1-SWITCH,axima - ?,Sales Person 5,3 months,5/2/18,10,SpecialPrice,SP,Indirect Sales,Axima / KEESTRACK,0,0.0,0,0.0,No additional comments.,Unknown,No,Non Strategic,2/1/18 0:00,2/1/18,OP-005842,90,fr02,15000
OP-005843,CLAAS TRACTOR SAS,Maquette 3D Armrest,France,CENTRE_IDF_1/2_EST,1-KEYBOARD,1-KEYBOARD,agm,Sales Person 2,<  1 month,2/16/18,30,CPI,CPI,AgM,Other,1,3000.0,1,3000.0,No additional comments.,Level 4 - Customized product,Yes,Focus,2/1/18 0:00,2/1/18,OP-005843,15,fr02,3000
OP-005844,BOSCH REXROTH DSI SAS,IA NOUVELLE MATIERE AVEC ADDITIF LAZER,France,SUD_EST,1-SWITCH,1-SWITCH,other,Sales Person 10,1 month,3/3/18,90,CPI,CPI,Vehicles,Other,5,6.0,5000,30000.0,No additional comments.,Level 3 - Heavy product modification,Yes,Focus,2/1/18 0:00,2/1/18,OP-005844,30,fr02,30000
OP-005846,APEM INC,IA marqué pour Bobcat,United States,FRANCE,1-SWITCH,1-SWITCH,poignée joystick,Sales Person 15,6 months,7/31/18,20,CPI,CPI,MaH,BOBCAT+VOLVO,5,3.0,2000,6000.0,No additional comments.,Level 3 - Heavy product modification,Yes,Focus,2/1/18 0:00,2/1/18,OP-005846,180,fr02,50000
OP-005847,FLOWBIRD,Clavier membrane P8202010003010  modifié,France,CENTRE_IDF_1/2_EST,1-KEYBOARD,1-KEYBOARD,access control,Sales Person 2,1 month,3/4/18,30,CPI,CPI,Security,Other,3,20.0,500,10000.0,No additional comments.,Level 2 - Minor product modification,No,Standard,2/2/18 0:00,2/2/18,OP-005847,30,fr02,10000
OP-007245,ACTIA AUTOMOTIVE,switch 2 portes SD,France,SUD_OUEST,1-SWITCH,1-SWITCH,vehicle,Sales Person 30,12 months,1/11/20,50,CPI,CPI,Vehicles,Other,10,10.0,8500,85000.0,No additional comments.,Level 3 - Heavy product modification,No,Focus,1/16/19 0:00,1/16/19,OP-007245,360,fr02,105000
OP-007247,RS COMPONENTS SAS,CLEANCUP LOGOS SPECIF POUR AV9SLD,France,FRANCE,1-SWITCH,1-SWITCH,distributeurs d'eau,Sales Person 10,<  1 month,1/31/19,70,CPI,CPI,Ind. Automation,Other,3,12.0,4000,48000.0,No additional comments.,Level 2 - Minor product modification,No,Non Strategic,1/16/19 0:00,1/16/19,OP-007247,15,fr02,48000
OP-005848,DDDF,TR - Atakel / Aselsan Tekom - CT/12000/MSG,Turkey,EXPORT1,4-CT,1-SWITCH,mil radar,Sales Person 5,3 months,5/3/18,10,SpecialPrice,SP,DgE,Aselsan Tekom Akkor,0,0.0,0,0.0,No additional comments.,Unknown,No,Non Strategic,2/2/18 0:00,2/2/18,OP-005848,90,fr02,30000
OP-007249,IDEC CORPORATION,JP - IDEC - TAKEUCHI - KL35FAKSG226NXXXALK,Japan,EXPORT1,1-SWITCH,1-SWITCH,mini wheeloader,Sales Person 4,6 months,7/16/19,30,Quotation,Quote,Ind. Automation,Other,0,4.9995,2000,0.0,No additional comments.,Unknown,No,Non Strategic,1/17/19 0:00,1/17/19,OP-007249,180,fr02,10000
OP-005849,WASTE TECHNOLOGY SERVICE B.V.,QN-13713 - Q14P5GXXR02E,Netherlands,BE-NORTH,4-Q14,1-Indicator,containers,Sales Person 21,1 month,3/4/18,30,Quotation,Quote,Other Electr. Appli,Other,0,3.97,8000,0.0,No additional comments.,Unknown,No,Non Strategic,2/2/18 0:00,2/2/18,OP-005849,30,fr02,31760
OP-007251,DDZD,Client client XL Face avant,France,SUD_OUEST,2-Custom Assemblies,1-KEYBOARD,dge,Sales Person 30,12 months,1/12/20,30,CPI,CPI,DgE,DGE,1,3000.0,24,72000.0,No additional comments.,Level 3 - Heavy product modification,No,Non Strategic,1/17/19 0:00,1/17/19,OP-007251,360,fr02,3000
OP-005850,DDDF,TR - Atakel - Ileri / Titan - 26PN / 29PN markings,Turkey,EXPORT1,4-20 to 500,1-SWITCH,engins chantier,Sales Person 5,3 months,5/3/18,10,CPI,CPI,DgE,Ileri Group/Titan,5,16.43,240,3943.2,No additional comments.,Level 2 - Minor product modification,No,Focus,2/2/18 0:00,2/2/18,OP-005850,90,fr02,4000
OP-005851,OXYGRAVURE,MISE A JOUR OFFRE 10-09-9971,France,SUD_EST,1-KEYBOARD,1-KEYBOARD,other,Sales Person 10,<  1 month,2/17/18,90,CPI,CPI,Inst. Cons. Comp,Other,5,4.0,1000,4000.0,No additional comments.,Level 1 - No product modification,No,Standard,2/2/18 0:00,2/2/18,OP-005851,15,fr02,5000
OP-007254,DDZF,Chiffrage kit S71KPCA003,France,CENTRE_IDF_1/2_EST,1-SWITCH,1-SWITCH,dge,Sales Person 2,3 months,4/17/19,30,CPI,CPI,DgE,Other,5,50.0,200,10000.0,No additional comments.,Level 1 - No product modification,Yes,Focus,1/17/19 0:00,1/17/19,OP-007254,90,fr02,10000
OP-007255,ENIKA CZ S.R.O.,CZ - Enika - Saft - AV9SLD208V011KX2494 with ...,Czechia,EXPORT2,4-AV19 AV,1-SWITCH,saft battery,Sales Person 5,3 months,4/17/19,10,CPI,CPI,Indirect Sales,Saft Ferak,4,15.0,100,1500.0,No additional comments.,Level 1 - No product modification,No,Standard,1/17/19 0:00,1/17/19,OP-007255,90,fr02,1500
OP-005852,LECTRA,Non conformite emballage,France,SUD_OUEST,1-KEYBOARD,1-KEYBOARD,other,Sales Person 30,12 months,1/28/19,30,CPI,CPI,Ind. Automation,Other,5,5.0,300,1500.0,No additional comments.,Level 1 - No product modification,No,Standard,2/2/18 0:00,2/2/18,OP-005852,360,fr02,5
OP-005853,APEM COMPONENTS LTD,Black Aluminium Panels,United Kingdom,SUBSIDIARY,4-Serie 9 Custom 6009C,1-KEYBOARD,vehicle,Sales Person 19,6 months,8/1/18,50,CPI,CPICC,Indirect Sales,Ginetta Cars,5,275.0,150,41250.0,No additional comments.,Level 2 - Minor product modification,No,Standard,2/2/18 0:00,2/2/18,OP-005853,180,fr02,206250
OP-005854,CASTEL SA,Castel / AV1630C900K-CAST Flush,France,OUEST,1-SWITCH,1-SWITCH,other,Sales Person 6,1 month,3/7/18,30,CPI,CPI,Security,Other,5,1.29,25000,32250.0,No additional comments.,Level 2 - Minor product modification,No,Standard,2/5/18 0:00,2/5/18,OP-005854,30,fr02,35000
OP-005855,VDL TRANSLIFT BV,Operating Unit Waiste Bin Truck,Netherlands,BE-NORTH,3-Component PCB-Based Keyboard,1-KEYBOARD,waiste bin truck,Sales Person 21,6 months,8/4/18,10,CPI,CPI,MaH,VDL,10,350.0,150,52500.0,No additional comments.,Level 3 - Heavy product modification,No,Standard,2/5/18 0:00,2/5/18,OP-005855,180,fr02,60000
OP-007260,SMS S.A.S / COBHAM AVIONICS,12000 cablé,France,CENTRE_IDF_1/2_EST,1-SWITCH,1-SWITCH,aero,Sales Person 2,3 months,4/18/19,30,CPI,CPI,Other Electr. Appli,Other,3,25.0,450,11250.0,No additional comments.,Level 2 - Minor product modification,No,Standard,1/18/19 0:00,1/18/19,OP-007260,90,fr02,10000
OP-005856,APEM COMPONENTS LTD,ITW Alternative,United Kingdom,SUBSIDIARY,4-IR,1-SWITCH,other,Sales Person 15,3 months,5/6/18,50,CPI,CPICC,Indirect Sales,JCB COMPACT PRODUCTS,5,4.0,750,3000.0,5-2-2018: Please advise price for 100 (or MOQ) and 1000pcs of IQR3F422 with 2m length twin core cable. Ends should be trimmed with 50mm free wires and each wire with 3mm stripped ends. Standard twin core cable. RB,Level 1 - No product modification,No,Standard,2/5/18 0:00,2/5/18,OP-005856,90,fr02,20000
OP-005857,DDZF,UPPDATE DE L'OFFRE 06-09-9080-20,France,SUD_EST,1-KEYBOARD,1-KEYBOARD,other,Sales Person 10,<  1 month,2/20/18,90,CPI,CPI,DgE,Other,8,1000.0,50,50000.0,No additional comments.,Level 4 - Customized product,No,Focus,2/5/18 0:00,2/5/18,OP-005857,15,fr02,50000
OP-005858,MELJAC,IDM7L55 et O,France,CENTRE_IDF_1/2_EST,1-SWITCH,1-SWITCH,domestrique,Sales Person 2,1 month,3/7/18,30,CPI,CPI,Inst. Cons. Comp,Other,5,15.0,1000,15000.0,No additional comments.,Level 2 - Minor product modification,No,Non Strategic,2/5/18 0:00,2/5/18,OP-005858,30,fr02,15000
OP-007265,DDDO,CZ - Enika - Mesit - 12147AD2X408,Czechia,EXPORT2,4-12000,1-SWITCH,defence,Sales Person 5,1 month,2/21/19,10,SpecialPrice,SP,DgE,Mesit,0,0.0,5300,0.0,No additional comments.,Unknown,No,Non Strategic,1/22/19 0:00,1/22/19,OP-007265,30,fr02,40000
OP-005859,MELJAC,IDM3 certifié EAC (concerne la Russie),France,CENTRE_IDF_1/2_EST,1-SWITCH,1-SWITCH,domestrique,Sales Person 2,3 months,5/6/18,30,CPI,CPI,Inst. Cons. Comp,Other,5,20.0,1500,30000.0,No additional comments.,Level 3 - Heavy product modification,Yes,Non Strategic,2/5/18 0:00,2/5/18,OP-005859,90,fr02,30000
OP-007267,APEM WUJIN ELECTRONIC CO LTD,3500 series within phosphorescent lever tip,China,SUBSIDIARY,1-SWITCH,1-SWITCH,fligh control,Sales Person 47,18 months,7/15/20,70,CPI,CPI,Other Mil.Aero,APEM WUJIN,1,17.0,2500,42500.0,No additional comments.,Level 2 - Minor product modification,No,Focus,1/22/19 0:00,1/22/19,OP-007267,540,fr02,10000
OP-005860,BENNES VINCENT,Modification câblage 8AA2AAK0500,France,NORD_1/2_EST,1-Joystick,1-Joystick,other,Sales Person 7,1 month,3/7/18,90,CPICC,CPI,MaH,Other,1,88.0,100,8800.0,05/02- Please quote MOQ - 100pcs : 8AA2AAK0500 with two independant wires for the pushbutton -SR-,Unknown,No,Non Strategic,2/5/18 0:00,2/5/18,OP-005860,30,fr02,10000
OP-005861,ABC CAFE - L'Art d'un Bon Café,"Projet ""cuiseur à omelette""",France,NORD_1/2_EST,1-SWITCH,1-SWITCH,other,Sales Person 7,12 months,1/31/19,10,Quotation,Quote,Other applications,Other,0,0.0,0,0.0,No additional comments.,Unknown,No,Non Strategic,2/5/18 0:00,2/5/18,OP-005861,360,fr02,504000
OP-005862,RENEKA,AV5602F1010??X2533 en finition noir mat,France,NORD_1/2_EST,1-SWITCH,1-SWITCH,other,Sales Person 7,12 months,1/31/19,10,CPI,CPI,Inst. Cons. Comp,Other,2,24.0,500,12000.0,No additional comments.,Level 2 - Minor product modification,No,Non Strategic,2/5/18 0:00,2/5/18,OP-005862,360,fr02,10000
OP-005863,ABC CAFE - L'Art d'un Bon Café,"Projet ""cuiseur à omelette""",France,NORD_1/2_EST,1-SWITCH,1-SWITCH,other,Sales Person 7,12 months,1/31/19,10,CPI,CPI,Other applications,Other,2,25.0,4000,100000.0,No additional comments.,Level 3 - Heavy product modification,No,Non Strategic,2/5/18 0:00,2/5/18,OP-005863,360,fr02,504000
OP-005864,APEM GMBH,PRR12 avec protection ESD,Germany,SUBSIDIARY,2-Metal Keyboard,1-KEYBOARD,other,Sales Person 19,12 months,1/31/19,10,CPI,CPI,Indirect Sales,Not defined,1,40.0,100,4000.0,No additional comments.,Level 2 - Minor product modification,No,Standard,2/5/18 0:00,2/5/18,OP-005864,360,fr02,4000
OP-005865,APEM COMPONENTS LTD,Foot Switch,United Kingdom,SUBSIDIARY,4-AV22 AV,1-SWITCH,other,Sales Person 15,6 months,8/4/18,30,CPI,CPICC,Indirect Sales,JCB COMPACT PRODUCTS,5,12.0,4500,54000.0,"5-2-2018 Hi Marc, Attached you can see an image of the part we are quoting against. This is a door opening opportunity at JCB as ITW are becoming more and more unreliable as a supplier. The annual volume is 4500 and we ESTIMATE£20 to the customer however we have not been given a target price. The foot switch has a seal underneath to help prevent ingress from behind the actuator. I will send a sample with the shipment. Inside the silver switch there is the green mushroom that is also pictured. RB",Level 4 - Customized product,No,Standard,2/5/18 0:00,2/5/18,OP-005865,180,fr02,360000
OP-007274,RABAUD,Rabaud / 8BF1CBB0500 avec connecteur,France,OUEST,1-Joystick,1-Joystick,agm,Sales Person 6,12 months,1/19/20,80,CPICC,CPI,AgM,Other,5,100.0,30,3000.0,"24/01/2019
Need quotation and drawing of joystick 8BF1CBB0500  with cable and M12 connector.
30 pieces per year.
Hanh",Unknown,No,Non Strategic,1/24/19 0:00,1/24/19,OP-007274,360,fr02,5000
OP-007275,DDZC,FP + membrane noire,France,NORD_1/2_EST,1-SWITCH,1-SWITCH,camion porte voiture,Sales Person 7,12 months,1/19/20,10,CPI,CPI,DgE,Other,2,9.5,2000,19000.0,No additional comments.,Level 2 - Minor product modification,No,Standard,1/24/19 0:00,1/24/19,OP-007275,360,fr02,15000
OP-005866,DDZC,POIGNEE DE VEILLE,France,NORD_1/2_EST,1-Joystick,1-Joystick,mah,Sales Person 7,12 months,2/1/19,10,CPI,CPI,DgE,Other,1,45.0,2000,90000.0,No additional comments.,Level 4 - Customized product,Yes,Standard,2/6/18 0:00,2/6/18,OP-005866,360,fr02,120000
OP-005867,APEM ITALIA,MARES - PBAT5,Italy,SUBSIDIARY,1-SWITCH,1-SWITCH,submersible wrist computer,Sales Person 17,12 months,2/1/19,30,CPI,CPI,Indirect Sales,MARES,5,5.0,6000,30000.0,No additional comments.,Level 2 - Minor product modification,No,Non Strategic,2/6/18 0:00,2/6/18,OP-005867,360,fr02,30000
OP-005868,Komatsu Forest AB,FD/FP inductive test,Sweden,LENNARTH_ENGMAN,4-Component All Switches,1-SWITCH,forestry vehicle,Sales Person 26,12 months,2/1/19,50,CPI,CPI,MaH,Other,4,13.0,2700,35100.0,No additional comments.,Level 3 - Heavy product modification,No,Standard,2/6/18 0:00,2/6/18,OP-005868,360,fr02,35000
OP-007281,APEM WUJIN ELECTRONIC CO LTD,8636AK without U76/U360 + U215,China,SUBSIDIARY,1-SWITCH,1-SWITCH,dge,Sales Person 47,18 months,7/17/20,40,CPI,CPI,DgE,Shannxi Hongsheng,5,2.0,300000,600000.0,No additional comments.,Level 4 - Customized product,No,Standard,1/24/19 0:00,1/24/19,OP-007281,540,fr02,4000000
OP-005869,JOSKIN S.A.,QN-13779 - HFX45S10,Belgium,BE-SOUTH-EAST,4-HFX,1-Joystick,agricultural vehicles,Sales Person 20,1 month,3/8/18,10,Quotation,Quote,AgM,Other,0,104.05,100,0.0,No additional comments.,Unknown,No,Non Strategic,2/6/18 0:00,2/6/18,OP-005869,30,fr02,10405
